Date,Product ID,Price ($),Tax ($),Total Price Paid by Client ($),Quantity Ordered,Country
2023-01-25,P1010,24.8,2.48,27.28,62,France
2023-01-25,P1011,23.71,2.37,26.08,96,USA
2023-01-25,P1012,449.0,44.9,493.9,60,Germany
2023-01-25,P1013,205.01,20.5,225.51,63,France
2023-01-25,P1014,285.84,28.58,314.42,79,Japan
2023-01-25,P1015,104.49,10.45,114.94,61,Germany
2023-01-25,P1016,79.07,7.91,86.98,93,France
2023-01-25,P1017,431.95,43.2,475.15,52,Canada
2023-01-25,P1018,31.02,3.1,34.12,50,USA
2023-01-25,P1019,133.3,13.33,146.63,68,Japan
2023-01-25,P1020,395.56,39.56,435.12,96,Germany
2023-01-26,P1001,40.4,4.04,44.44,62,Japan
2023-01-26,P1002,165.77,16.58,182.35,81,France
2023-01-26,P1003,483.86,48.39,532.25,69,USA
2023-01-26,P1004,280.7,28.07,308.77,75,Australia
2023-01-26,P1005,405.64,40.56,446.2,92,UK
2023-01-26,P1006,439.65,43.97,483.62,50,Japan
2023-01-26,P1007,264.31,26.43,290.74,98,Japan
2023-01-26,P1008,241.48,24.15,265.63,99,Japan
2023-01-26,P1009,109.37,10.94,120.31,78,Canada
2023-01-26,P1010,185.3,18.53,203.83,82,UK
2023-01-26,P1011,226.27,22.63,248.9,85,Australia
2023-01-26,P1012,265.81,26.58,292.39,68,Japan
2023-01-26,P1013,410.02,41.0,451.02,65,Canada
2023-01-26,P1014,427.39,42.74,470.13,51,Canada
2023-01-26,P1015,64.16,6.42,70.58,61,USA
2023-01-26,P1016,499.02,49.9,548.92,86,France
2023-01-26,P1017,190.56,19.06,209.62,97,Australia
2023-01-26,P1018,351.01,35.1,386.11,54,Canada
2023-01-26,P1019,171.92,17.19,189.11,55,USA
2023-01-26,P1020,135.82,13.58,149.4,58,Japan
2023-01-27,P1001,229.71,22.97,252.68,60,Japan
2023-01-27,P1002,43.75,4.38,48.13,94,Germany
2023-01-27,P1003,395.61,39.56,435.17,99,Japan
2023-01-27,P1004,98.92,9.89,108.81,55,Canada
2023-01-27,P1005,127.84,12.78,140.62,90,Canada
2023-01-27,P1006,357.75,35.77,393.52,95,France
2023-01-27,P1007,320.65,32.06,352.71,52,Australia
2023-01-27,P1008,173.09,17.31,190.4,89,Canada
2023-01-27,P1009,494.0,49.4,543.4,75,Canada
2023-01-27,P1010,12.6,1.26,13.86,79,Canada
2023-01-27,P1011,450.11,45.01,495.12,85,UK
2023-01-27,P1012,301.84,30.18,332.02,68,USA
2023-01-27,P1013,26.55,2.66,29.21,85,UK
2023-01-27,P1014,385.26,38.53,423.79,60,UK
2023-01-27,P1015,462.49,46.25,508.74,81,Germany
2023-01-27,P1016,200.32,20.03,220.35,64,Australia
2023-01-27,P1017,372.36,37.24,409.6,89,Canada
2023-01-27,P1018,466.72,46.67,513.39,61,Australia
2023-01-27,P1019,301.65,30.16,331.81,74,Canada
2023-01-27,P1020,365.63,36.56,402.19,68,Canada
2023-01-28,P1001,335.69,33.57,369.26,99,USA
2023-01-28,P1002,107.51,10.75,118.26,81,Germany
2023-01-28,P1003,131.33,13.13,144.46,64,USA
2023-01-28,P1004,434.76,43.48,478.24,51,France
2023-01-28,P1005,339.86,33.99,373.85,62,USA
2023-01-28,P1006,10.03,1.0,11.03,74,Germany
2023-01-28,P1007,339.72,33.97,373.69,57,France
2023-01-28,P1008,390.92,39.09,430.01,58,Japan
2023-01-28,P1009,157.64,15.76,173.4,67,Australia
2023-01-28,P1010,445.25,44.53,489.78,62,Australia
2023-01-28,P1011,329.97,33.0,362.97,97,Japan
2023-01-28,P1012,278.94,27.89,306.83,69,UK
2023-01-28,P1013,58.32,5.83,64.15,51,Germany
2023-01-28,P1014,30.18,3.02,33.2,75,Australia
2023-01-28,P1015,14.59,1.46,16.05,58,UK
2023-01-28,P1016,393.8,39.38,433.18,61,France
2023-01-28,P1017,444.04,44.4,488.44,86,Japan
2023-01-28,P1018,37.43,3.74,41.17,67,UK
2023-01-28,P1019,491.3,49.13,540.43,61,Australia
2023-01-28,P1020,68.12,6.81,74.93,62,Canada
2023-01-29,P1001,129.84,12.98,142.82,60,UK
2023-01-29,P1002,381.13,38.11,419.24,61,Japan
2023-01-29,P1003,287.49,28.75,316.24,91,UK
2023-01-29,P1004,61.32,6.13,67.45,66,USA
2023-01-29,P1005,353.71,35.37,389.08,54,Germany
2023-01-29,P1006,27.44,2.74,30.18,66,Japan
2023-01-29,P1007,282.28,28.23,310.51,61,Japan
2023-01-29,P1008,319.54,31.95,351.49,52,USA
2023-01-29,P1009,326.7,32.67,359.37,88,France
2023-01-29,P1010,108.47,10.85,119.32,71,France
2023-01-29,P1011,288.95,28.89,317.84,61,Australia
2023-01-29,P1012,486.16,48.62,534.78,92,Germany
2023-01-29,P1013,474.74,47.47,522.21,59,Germany
2023-01-29,P1014,494.63,49.46,544.09,73,Germany
2023-01-29,P1015,26.78,2.68,29.46,55,Canada
2023-01-29,P1016,455.28,45.53,500.81,74,Germany
2023-01-29,P1017,140.31,14.03,154.34,76,USA
2023-01-29,P1018,105.09,10.51,115.6,82,Japan
2023-01-29,P1019,291.07,29.11,320.18,82,Australia
2023-01-29,P1020,489.85,48.99,538.84,97,France
2023-01-30,P1001,185.96,18.6,204.56,93,UK
2023-01-30,P1002,322.92,32.29,355.21,60,Australia
2023-01-30,P1003,27.51,2.75,30.26,93,Japan
2023-01-30,P1004,256.03,25.6,281.63,67,UK
2023-01-30,P1005,376.53,37.65,414.18,93,Japan
2023-01-30,P1006,157.32,15.73,173.05,72,France
2023-01-30,P1007,121.66,12.17,133.83,92,France
2023-01-30,P1008,140.8,14.08,154.88,86,Germany
2023-01-30,P1009,286.67,28.67,315.34,98,Japan
2023-01-30,P1010,78.48,7.85,86.33,59,France
2023-01-30,P1011,35.02,3.5,38.52,59,Australia
2023-01-30,P1012,166.96,16.7,183.66,96,USA
2023-01-30,P1013,424.13,42.41,466.54,50,UK
2023-01-30,P1014,350.42,35.04,385.46,93,UK
2023-01-30,P1015,479.49,47.95,527.44,73,Japan
2023-01-30,P1016,461.32,46.13,507.45,97,UK
2023-01-30,P1017,347.35,34.74,382.09,68,UK
2023-01-30,P1018,72.27,7.23,79.5,68,France
2023-01-30,P1019,128.84,12.88,141.72,76,Canada
2023-01-30,P1020,133.71,13.37,147.08,96,Australia
2023-01-31,P1001,346.92,34.69,381.61,93,Germany
2023-01-31,P1002,279.13,27.91,307.04,60,Canada
2023-01-31,P1003,289.51,28.95,318.46,61,USA
2023-01-31,P1004,118.2,11.82,130.02,72,Japan
2023-01-31,P1005,483.62,48.36,531.98,71,Canada
2023-01-31,P1006,497.17,49.72,546.89,91,Germany
2023-01-31,P1007,28.19,2.82,31.01,91,UK
2023-01-31,P1008,177.63,17.76,195.39,90,France
2023-01-31,P1009,434.41,43.44,477.85,58,Canada
2023-01-31,P1010,41.91,4.19,46.1,97,France
2023-01-31,P1011,168.79,16.88,185.67,87,UK
2023-01-31,P1012,89.6,8.96,98.56,69,Japan
2023-01-31,P1013,261.46,26.15,287.61,81,Australia
2023-01-31,P1014,123.84,12.38,136.22,76,Australia
2023-01-31,P1015,254.28,25.43,279.71,87,Germany
2023-01-31,P1016,256.69,25.67,282.36,93,Germany
2023-01-31,P1017,354.56,35.46,390.02,78,Japan
2023-01-31,P1018,392.78,39.28,432.06,85,Australia
2023-01-31,P1019,332.52,33.25,365.77,77,Japan
2023-01-31,P1020,17.24,1.72,18.96,73,UK
2023-02-01,P1001,184.39,18.44,202.83,72,Australia
2023-02-01,P1002,293.02,29.3,322.32,95,USA
2023-02-01,P1003,48.34,4.83,53.17,72,Canada
2023-02-01,P1004,385.63,38.56,424.19,58,Australia
2023-02-01,P1005,356.91,35.69,392.6,68,UK
2023-02-01,P1006,359.19,35.92,395.11,61,Japan
2023-02-01,P1007,444.2,44.42,488.62,80,UK
2023-02-01,P1008,389.96,39.0,428.96,75,France
2023-02-01,P1009,392.93,39.29,432.22,69,Canada
2023-02-01,P1010,366.16,36.62,402.78,92,Germany
2023-02-01,P1011,403.09,40.31,443.4,99,Germany
2023-02-01,P1012,434.48,43.45,477.93,83,France
2023-02-01,P1013,16.68,1.67,18.35,57,France
2023-02-01,P1014,459.4,45.94,505.34,84,USA
2023-02-01,P1015,24.79,2.48,27.27,89,Canada
2023-02-01,P1016,227.79,22.78,250.57,59,France
2023-02-01,P1017,352.02,35.2,387.22,83,UK
2023-02-01,P1018,275.75,27.58,303.33,74,Australia
2023-02-01,P1019,265.97,26.6,292.57,60,Australia
2023-02-01,P1020,150.36,15.04,165.4,78,USA
2023-02-02,P1001,324.69,32.47,357.16,71,Japan
2023-02-02,P1002,163.13,16.31,179.44,77,UK
2023-02-02,P1003,384.88,38.49,423.37,96,Germany
2023-02-02,P1004,189.11,18.91,208.02,57,USA
2023-02-02,P1005,248.7,24.87,273.57,61,France
2023-02-02,P1006,456.95,45.7,502.65,55,Canada
2023-02-02,P1007,22.34,2.23,24.57,64,Australia
2023-02-02,P1008,273.21,27.32,300.53,91,Japan
2023-02-02,P1009,340.09,34.01,374.1,84,Germany
2023-02-02,P1010,69.82,6.98,76.8,94,France
2023-02-02,P1011,39.44,3.94,43.38,50,Canada
2023-02-02,P1012,80.11,8.01,88.12,84,UK
2023-02-02,P1013,113.54,11.35,124.89,71,Japan
2023-02-02,P1014,46.05,4.6,50.65,67,Japan
2023-02-02,P1015,382.54,38.25,420.79,65,Canada
2023-02-02,P1016,41.91,4.19,46.1,67,France
2023-02-02,P1017,289.22,28.92,318.14,63,UK
2023-02-02,P1018,317.4,31.74,349.14,61,Canada
2023-02-02,P1019,473.26,47.33,520.59,97,France
2023-02-02,P1020,455.18,45.52,500.7,56,Japan
2023-02-03,P1001,353.97,35.4,389.37,58,USA
2023-02-03,P1002,74.53,7.45,81.98,68,UK
2023-02-03,P1003,355.16,35.52,390.68,87,France
2023-02-03,P1004,258.41,25.84,284.25,77,Canada
2023-02-03,P1005,367.7,36.77,404.47,99,USA
2023-02-03,P1006,281.12,28.11,309.23,98,Germany
2023-02-03,P1007,164.68,16.47,181.15,65,Canada
2023-02-03,P1008,261.03,26.1,287.13,86,France
2023-02-03,P1009,425.55,42.56,468.11,71,Australia
2023-02-03,P1010,139.83,13.98,153.81,61,Australia
2023-02-03,P1011,452.04,45.2,497.24,83,Germany
2023-02-03,P1012,410.55,41.06,451.61,80,UK
2023-02-03,P1013,342.17,34.22,376.39,82,Australia
2023-02-03,P1014,106.26,10.63,116.89,95,Australia
2023-02-03,P1015,307.74,30.77,338.51,89,Germany
2023-02-03,P1016,296.47,29.65,326.12,58,Germany
2023-02-03,P1017,28.5,2.85,31.35,88,Germany
2023-02-03,P1018,85.52,8.55,94.07,75,USA
2023-02-03,P1019,245.12,24.51,269.63,56,Japan
2023-02-03,P1020,107.94,10.79,118.73,61,Germany
2023-02-04,P1001,233.96,23.4,257.36,54,Canada
2023-02-04,P1002,336.91,33.69,370.6,77,Germany
2023-02-04,P1003,489.02,48.9,537.92,76,Canada
2023-02-04,P1004,340.78,34.08,374.86,80,Canada
2023-02-04,P1005,463.74,46.37,510.11,85,Canada
2023-02-04,P1006,491.8,49.18,540.98,98,Australia
2023-02-04,P1007,65.0,6.5,71.5,57,Japan
2023-02-04,P1008,121.59,12.16,133.75,55,Canada
2023-02-04,P1009,420.13,42.01,462.14,96,Japan
2023-02-04,P1010,252.03,25.2,277.23,51,UK
2023-02-04,P1011,26.22,2.62,28.84,52,Germany
2023-02-04,P1012,490.43,49.04,539.47,70,France
2023-02-04,P1013,32.3,3.23,35.53,57,Australia
2023-02-04,P1014,418.14,41.81,459.95,96,Germany
2023-02-04,P1015,150.7,15.07,165.77,77,Japan
2023-02-04,P1016,165.46,16.55,182.01,51,Germany
2023-02-04,P1017,328.33,32.83,361.16,56,USA
2023-02-04,P1018,282.41,28.24,310.65,62,Germany
2023-02-04,P1019,387.57,38.76,426.33,62,UK
2023-02-04,P1020,283.56,28.36,311.92,70,Australia
2023-02-05,P1001,462.35,46.24,508.59,93,Australia
2023-02-05,P1002,491.46,49.15,540.61,90,Germany
2023-02-05,P1003,46.17,4.62,50.79,55,UK
2023-02-05,P1004,361.6,36.16,397.76,93,Australia
2023-02-05,P1005,454.18,45.42,499.6,95,USA
2023-02-05,P1006,162.36,16.24,178.6,67,Japan
2023-02-05,P1007,353.88,35.39,389.27,78,Australia
2023-02-05,P1008,105.06,10.51,115.57,67,France
2023-02-05,P1009,156.14,15.61,171.75,80,Australia
2023-02-05,P1010,297.28,29.73,327.01,58,UK
2023-02-05,P1011,425.93,42.59,468.52,57,Australia
2023-02-05,P1012,499.19,49.92,549.11,76,Germany
2023-02-05,P1013,213.08,21.31,234.39,79,Canada
2023-02-05,P1014,421.91,42.19,464.1,78,Canada
2023-02-05,P1015,110.14,11.01,121.15,88,Germany
2023-02-05,P1016,253.32,25.33,278.65,88,Germany
2023-02-05,P1017,246.04,24.6,270.64,87,USA
2023-02-05,P1018,223.58,22.36,245.94,55,Germany
2023-02-05,P1019,478.9,47.89,526.79,81,Japan
2023-02-05,P1020,299.55,29.96,329.51,67,France
2023-02-06,P1001,171.19,17.12,188.31,60,Japan
2023-02-06,P1002,136.33,13.63,149.96,89,Australia
2023-02-06,P1003,387.2,38.72,425.92,61,Germany
2023-02-06,P1004,362.96,36.3,399.26,86,UK
2023-02-06,P1005,450.42,45.04,495.46,84,UK
2023-02-06,P1006,298.2,29.82,328.02,59,Australia
2023-02-06,P1007,499.28,49.93,549.21,98,France
2023-02-06,P1008,372.77,37.28,410.05,80,Germany
2023-02-06,P1009,192.8,19.28,212.08,80,Canada
2023-02-06,P1010,315.06,31.51,346.57,68,France
2023-02-06,P1011,137.97,13.8,151.77,60,Germany
2023-02-06,P1012,413.13,41.31,454.44,77,France
2023-02-06,P1013,186.71,18.67,205.38,57,Canada
2023-02-06,P1014,255.87,25.59,281.46,86,France
2023-02-06,P1015,331.85,33.19,365.04,58,Japan
2023-02-06,P1016,390.45,39.05,429.5,86,France
2023-02-06,P1017,81.9,8.19,90.09,63,Canada
2023-02-06,P1018,204.61,20.46,225.07,80,France
2023-02-06,P1019,43.46,4.35,47.81,90,USA
2023-02-06,P1020,12.42,1.24,13.66,79,Australia
2023-02-07,P1001,104.73,10.47,115.2,73,Germany
2023-02-07,P1002,258.2,25.82,284.02,93,Germany
2023-02-07,P1003,368.75,36.88,405.63,56,USA
2023-02-07,P1004,494.65,49.47,544.12,81,USA
2023-02-07,P1005,424.23,42.42,466.65,60,Canada
2023-02-07,P1006,160.69,16.07,176.76,81,France
2023-02-07,P1007,30.95,3.1,34.05,79,Canada
2023-02-07,P1008,144.13,14.41,158.54,63,Germany
2023-02-07,P1009,322.8,32.28,355.08,94,Germany
2023-02-07,P1010,339.77,33.98,373.75,87,Japan
2023-02-07,P1011,274.08,27.41,301.49,54,UK
2023-02-07,P1012,236.26,23.63,259.89,99,Australia
2023-02-07,P1013,484.66,48.47,533.13,94,Australia
2023-02-07,P1014,409.65,40.97,450.62,66,USA
2023-02-07,P1015,208.84,20.88,229.72,73,Germany
2023-02-07,P1016,106.78,10.68,117.46,68,Japan
2023-02-07,P1017,339.13,33.91,373.04,92,Australia
2023-02-07,P1018,128.59,12.86,141.45,60,France
2023-02-07,P1019,426.6,42.66,469.26,52,Germany
2023-02-07,P1020,191.93,19.19,211.12,69,Australia
2023-02-08,P1001,56.61,5.66,62.27,94,Japan
2023-02-08,P1002,206.23,20.62,226.85,89,Japan
2023-02-08,P1003,55.5,5.55,61.05,66,Japan
2023-02-08,P1004,427.09,42.71,469.8,95,France
2023-02-08,P1005,147.91,14.79,162.7,62,Germany
2023-02-08,P1006,463.75,46.38,510.13,76,UK
2023-02-08,P1007,311.03,31.1,342.13,52,UK
2023-02-08,P1008,31.68,3.17,34.85,63,Germany
2023-02-08,P1009,216.92,21.69,238.61,87,Australia
2023-02-08,P1010,30.24,3.02,33.26,55,Canada
2023-02-08,P1011,176.16,17.62,193.78,62,France
2023-02-08,P1012,403.46,40.35,443.81,59,UK
2023-02-08,P1013,223.28,22.33,245.61,66,Japan
2023-02-08,P1014,450.83,45.08,495.91,88,USA
2023-02-08,P1015,89.96,9.0,98.96,98,Japan
2023-02-08,P1016,63.69,6.37,70.06,97,Canada
2023-02-08,P1017,252.43,25.24,277.67,96,USA
2023-02-08,P1018,117.2,11.72,128.92,76,France
2023-02-08,P1019,361.75,36.18,397.93,84,Canada
2023-02-08,P1020,14.98,1.5,16.48,80,Germany
2023-02-09,P1001,423.4,42.34,465.74,58,France
2023-02-09,P1002,469.74,46.97,516.71,98,Germany
2023-02-09,P1003,303.11,30.31,333.42,63,USA
2023-02-09,P1004,67.26,6.73,73.99,59,Germany
2023-02-09,P1005,423.39,42.34,465.73,84,Japan
2023-02-09,P1006,308.12,30.81,338.93,87,Japan
2023-02-09,P1007,96.14,9.61,105.75,53,Germany
2023-02-09,P1008,280.37,28.04,308.41,79,Japan
2023-02-09,P1009,14.59,1.46,16.05,93,USA
2023-02-09,P1010,150.3,15.03,165.33,67,USA
2023-02-09,P1011,94.62,9.46,104.08,59,Germany
2023-02-09,P1012,204.47,20.45,224.92,76,Germany
2023-02-09,P1013,169.25,16.93,186.18,54,Japan
2023-02-09,P1014,162.51,16.25,178.76,99,Australia
2023-02-09,P1015,29.61,2.96,32.57,88,Germany
2023-02-09,P1016,84.91,8.49,93.4,78,Japan
2023-02-09,P1017,326.35,32.64,358.99,63,Australia
2023-02-09,P1018,29.14,2.91,32.05,80,France
2023-02-09,P1019,405.0,40.5,445.5,52,Germany
2023-02-09,P1020,14.44,1.44,15.88,65,Germany
2023-02-10,P1001,142.53,14.25,156.78,80,Australia
2023-02-10,P1002,261.06,26.11,287.17,64,UK
2023-02-10,P1003,17.3,1.73,19.03,83,France
2023-02-10,P1004,187.07,18.71,205.78,68,France
2023-02-10,P1005,351.82,35.18,387.0,59,Japan
2023-02-10,P1006,444.69,44.47,489.16,79,Japan
2023-02-10,P1007,336.32,33.63,369.95,59,Japan
2023-02-10,P1008,487.21,48.72,535.93,87,Australia
2023-02-10,P1009,422.49,42.25,464.74,94,Canada
2023-02-10,P1010,243.63,24.36,267.99,58,Japan
2023-02-10,P1011,240.0,24.0,264.0,66,UK
2023-02-10,P1012,156.7,15.67,172.37,99,Germany
2023-02-10,P1013,167.17,16.72,183.89,71,Japan
2023-02-10,P1014,423.79,42.38,466.17,77,France
2023-02-10,P1015,457.82,45.78,503.6,78,Germany
2023-02-10,P1016,385.67,38.57,424.24,80,France
2023-02-10,P1017,190.61,19.06,209.67,59,Japan
2023-02-10,P1018,396.63,39.66,436.29,67,UK
2023-02-10,P1019,421.61,42.16,463.77,76,Japan
2023-02-10,P1020,440.81,44.08,484.89,61,Canada
2023-02-11,P1001,481.58,48.16,529.74,63,USA
2023-02-11,P1002,435.85,43.59,479.44,67,UK
2023-02-11,P1003,474.28,47.43,521.71,61,Japan
2023-02-11,P1004,153.87,15.39,169.26,93,Canada
2023-02-11,P1005,17.71,1.77,19.48,56,Canada
2023-02-11,P1006,256.23,25.62,281.85,59,Germany
2023-02-11,P1007,284.03,28.4,312.43,84,Japan
2023-02-11,P1008,315.25,31.53,346.78,64,USA
2023-02-11,P1009,479.56,47.96,527.52,63,Japan
2023-02-11,P1010,307.79,30.78,338.57,73,Australia
2023-02-11,P1011,16.52,1.65,18.17,92,UK
2023-02-11,P1012,494.65,49.47,544.12,56,UK
2023-02-11,P1013,176.9,17.69,194.59,59,UK
2023-02-11,P1014,394.19,39.42,433.61,67,Germany
2023-02-11,P1015,483.85,48.39,532.24,51,Germany
2023-02-11,P1016,282.27,28.23,310.5,85,Canada
2023-02-11,P1017,246.92,24.69,271.61,56,USA
2023-02-11,P1018,140.0,14.0,154.0,93,Australia
2023-02-11,P1019,461.35,46.14,507.49,65,Japan
2023-02-11,P1020,303.79,30.38,334.17,85,Canada
2023-02-12,P1001,455.46,45.55,501.01,74,Japan
2023-02-12,P1002,351.89,35.19,387.08,87,USA
2023-02-12,P1003,95.89,9.59,105.48,91,Germany
2023-02-12,P1004,194.81,19.48,214.29,63,Canada
2023-02-12,P1005,308.75,30.88,339.63,90,Australia
2023-02-12,P1006,243.54,24.35,267.89,92,Germany
2023-02-12,P1007,167.5,16.75,184.25,65,UK
2023-02-12,P1008,227.87,22.79,250.66,92,UK
2023-02-12,P1009,388.94,38.89,427.83,75,Germany
2023-02-12,P1010,473.81,47.38,521.19,55,Germany
2023-02-12,P1011,67.4,6.74,74.14,54,Australia
2023-02-12,P1012,232.75,23.28,256.03,77,USA
2023-02-12,P1013,180.26,18.03,198.29,68,Australia
2023-02-12,P1014,433.95,43.4,477.35,94,Canada
2023-02-12,P1015,264.27,26.43,290.7,75,Canada
2023-02-12,P1016,308.0,30.8,338.8,97,USA
2023-02-12,P1017,105.16,10.52,115.68,57,Japan
2023-02-12,P1018,266.18,26.62,292.8,72,Germany
2023-02-12,P1019,81.46,8.15,89.61,96,France
2023-02-12,P1020,120.25,12.03,132.28,72,USA
2023-02-13,P1001,476.43,47.64,524.07,83,Japan
2023-02-13,P1002,409.05,40.91,449.96,62,Canada
2023-02-13,P1003,79.05,7.91,86.96,55,Japan
2023-02-13,P1004,134.6,13.46,148.06,99,Germany
2023-02-13,P1005,410.2,41.02,451.22,56,UK
2023-02-13,P1006,479.17,47.92,527.09,77,Japan
2023-02-13,P1007,65.25,6.53,71.78,91,UK
2023-02-13,P1008,361.91,36.19,398.1,56,Japan
2023-02-13,P1009,22.9,2.29,25.19,60,USA
2023-02-13,P1010,375.95,37.59,413.54,80,Germany
2023-02-13,P1011,234.43,23.44,257.87,75,Germany
2023-02-13,P1012,159.95,15.99,175.94,81,USA
2023-02-13,P1013,445.04,44.5,489.54,53,USA
2023-02-13,P1014,43.48,4.35,47.83,89,France
2023-02-13,P1015,150.38,15.04,165.42,62,USA
2023-02-13,P1016,184.4,18.44,202.84,97,Canada
2023-02-13,P1017,293.52,29.35,322.87,62,Canada
2023-02-13,P1018,76.07,7.61,83.68,97,Australia
2023-02-13,P1019,456.1,45.61,501.71,87,USA
2023-02-13,P1020,28.36,2.84,31.2,58,France
2023-02-14,P1001,231.4,23.14,254.54,66,Australia
2023-02-14,P1002,358.14,35.81,393.95,77,Australia
2023-02-14,P1003,351.37,35.14,386.51,76,Japan
2023-02-14,P1004,343.85,34.39,378.24,95,USA
2023-02-14,P1005,381.14,38.11,419.25,92,USA
2023-02-14,P1006,162.66,16.27,178.93,66,Australia
2023-02-14,P1007,482.31,48.23,530.54,60,Japan
2023-02-14,P1008,311.23,31.12,342.35,86,USA
2023-02-14,P1009,191.4,19.14,210.54,70,Japan
2023-02-14,P1010,74.16,7.42,81.58,68,USA
2023-02-14,P1011,427.79,42.78,470.57,57,France
2023-02-14,P1012,184.68,18.47,203.15,69,Japan
2023-02-14,P1013,245.34,24.53,269.87,64,UK
2023-02-14,P1014,80.0,8.0,88.0,74,France
2023-02-14,P1015,58.41,5.84,64.25,96,USA
2023-02-14,P1016,301.25,30.12,331.37,78,Australia
2023-02-14,P1017,188.5,18.85,207.35,92,Germany
2023-02-14,P1018,91.5,9.15,100.65,51,Australia
2023-02-14,P1019,212.75,21.28,234.03,85,Japan
2023-02-14,P1020,89.42,8.94,98.36,99,Germany
2023-02-15,P1001,471.31,47.13,518.44,80,Germany
2023-02-15,P1002,235.79,23.58,259.37,54,Japan
2023-02-15,P1003,12.35,1.24,13.59,53,France
2023-02-15,P1004,490.38,49.04,539.42,63,France
2023-02-15,P1005,415.22,41.52,456.74,79,Japan
2023-02-15,P1006,417.16,41.72,458.88,82,France
2023-02-15,P1007,434.68,43.47,478.15,55,Australia
2023-02-15,P1008,463.16,46.32,509.48,68,UK
2023-02-15,P1009,263.02,26.3,289.32,67,Germany
2023-02-15,P1010,272.86,27.29,300.15,76,France
2023-02-15,P1011,339.07,33.91,372.98,78,Japan
2023-02-15,P1012,420.71,42.07,462.78,98,Germany
2023-02-15,P1013,82.99,8.3,91.29,70,France
2023-02-15,P1014,325.49,32.55,358.04,84,France
2023-02-15,P1015,407.64,40.76,448.4,65,Germany
2023-02-15,P1016,266.35,26.64,292.99,99,Japan
2023-02-15,P1017,306.47,30.65,337.12,98,UK
2023-02-15,P1018,292.87,29.29,322.16,81,UK
2023-02-15,P1019,137.52,13.75,151.27,71,UK
2023-02-15,P1020,141.37,14.14,155.51,59,USA
2023-02-16,P1001,29.21,2.92,32.13,60,UK
2023-02-16,P1002,143.06,14.31,157.37,84,Japan
2023-02-16,P1003,365.86,36.59,402.45,78,Canada
2023-02-16,P1004,452.98,45.3,498.28,75,Australia
2023-02-16,P1005,98.52,9.85,108.37,61,Germany
2023-02-16,P1006,292.97,29.3,322.27,81,Japan
2023-02-16,P1007,173.06,17.31,190.37,77,Canada
2023-02-16,P1008,318.65,31.86,350.51,90,UK
2023-02-16,P1009,290.06,29.01,319.07,89,Canada
2023-02-16,P1010,10.78,1.08,11.86,95,USA
2023-02-16,P1011,391.76,39.18,430.94,50,Germany
2023-02-16,P1012,297.69,29.77,327.46,54,UK
2023-02-16,P1013,24.63,2.46,27.09,78,UK
2023-02-16,P1014,276.88,27.69,304.57,56,USA
2023-02-16,P1015,367.91,36.79,404.7,67,UK
2023-02-16,P1016,472.48,47.25,519.73,83,Japan
2023-02-16,P1017,150.91,15.09,166.0,54,Germany
2023-02-16,P1018,50.75,5.08,55.83,71,Canada
2023-02-16,P1019,34.15,3.42,37.57,60,USA
2023-02-16,P1020,133.9,13.39,147.29,96,Japan
2023-02-17,P1001,387.53,38.75,426.28,73,Australia
2023-02-17,P1002,239.29,23.93,263.22,75,USA
2023-02-17,P1003,182.97,18.3,201.27,50,Germany
2023-02-17,P1004,103.74,10.37,114.11,97,France
2023-02-17,P1005,20.63,2.06,22.69,81,Canada
2023-02-17,P1006,202.36,20.24,222.6,53,UK
2023-02-17,P1007,152.88,15.29,168.17,92,Japan
2023-02-17,P1008,28.22,2.82,31.04,55,USA
2023-02-17,P1009,383.53,38.35,421.88,87,Germany
2023-02-17,P1010,23.33,2.33,25.66,98,Japan
2023-02-17,P1011,301.84,30.18,332.02,57,UK
2023-02-17,P1012,349.35,34.94,384.29,98,Germany
2023-02-17,P1013,249.34,24.93,274.27,60,France
2023-02-17,P1014,426.81,42.68,469.49,96,UK
2023-02-17,P1015,372.57,37.26,409.83,56,USA
2023-02-17,P1016,93.76,9.38,103.14,82,USA
2023-02-17,P1017,189.18,18.92,208.1,68,USA
2023-02-17,P1018,122.99,12.3,135.29,62,USA
2023-02-17,P1019,474.67,47.47,522.14,58,Germany
2023-02-17,P1020,130.54,13.05,143.59,76,Germany
2023-02-18,P1001,136.44,13.64,150.08,56,France
2023-02-18,P1002,418.75,41.88,460.63,71,France
2023-02-18,P1003,309.14,30.91,340.05,68,Japan
